chr= 1A
marker	composite	KPxKC_2012_1A	SynOp_GBS_antmap_1A	SynOp_GBS_binmap_1A	wsnp2013_1A
IWA2429	124.14	NA	NA	124.14
synopGBS107232	124.94	NA	229	NA
synopGBS107233	124.94	NA	229	NA
synopGBS100376	124.94	NA	229	NA
synopGBS102851	124.94	NA	229	NA
synopGBS110317	124.94	NA	229	NA
synopGBS114168	124.94	NA	229	NA
synopGBS114169	124.94	NA	229	NA
synopGBS112360	124.94	NA	229	NA
synopGBS121388	124.94	NA	229	NA
synopGBS121389	124.94	NA	229	NA
synopGBS104572	125.94	NA	230	NA
synopGBS106881	125.94	NA	230	NA
synopGBS147	126.37	125.37	231	NA
synopGBS124885	126.94	NA	231	NA
synopGBS112867	127.94	NA	232	NA
synopGBS126711	127.94	NA	232	NA
IWA2883	128.06	NA	NA	128.06
IWA3110	128.06	NA	NA	128.06
synopGBS429	128.94	127.94	234	NA
synopGBS104723	128.94	NA	233	NA
synopGBS112081	128.94	NA	233	NA
synopGBS114659	128.94	NA	233	NA
synopGBS115970	128.94	NA	233	NA
synopGBS128575	128.94	NA	233	NA
IWA3583	129.17	NA	NA	129.17
IWA8588	129.17	NA	NA	129.17
IWA6573	134.43	NA	NA	134.43
IWA4051	135.85	NA	NA	135.85
IWA4052	135.85	NA	NA	135.85
IWA2970	137.71	NA	NA	137.71
IWA6574	137.71	NA	NA	137.71
IWA7404	137.71	NA	NA	137.71
IWA7405	137.71	NA	NA	137.71
IWA1249	139.02	NA	NA	139.02
IWA5612	139.02	NA	NA	139.02
IWA6949	140.74	NA	NA	140.74
IWA1685	142.18	NA	NA	142.18
IWA1686	142.18	NA	NA	142.18
IWA4629	142.18	NA	NA	142.18
IWA8559	142.18	NA	NA	142.18
IWA3313	143.13	NA	NA	143.13
IWA4667	143.13	NA	NA	143.13
IWA4668	143.13	NA	NA	143.13
IWA4669	143.13	NA	NA	143.13
IWA4670	143.13	NA	NA	143.13
IWA6515	143.13	NA	NA	143.13
IWA3647	143.63	NA	NA	143.63
IWA3413	144.13	NA	NA	144.13
IWA2199	148.65	NA	NA	148.65
IWA138	150.94	NA	NA	150.94
IWA3683	151.45	NA	NA	151.45
IWA7436	151.45	NA	NA	151.45
IWA6747	152.45	NA	NA	152.45
IWA4047	152.95	NA	NA	152.95
IWA4048	152.95	NA	NA	152.95
IWA4050	152.95	NA	NA	152.95
IWA703	153.46	NA	NA	153.46
IWA2446	153.46	NA	NA	153.46
IWA2891	153.46	NA	NA	153.46
IWA2917	153.46	NA	NA	153.46
IWA5094	153.46	NA	NA	153.46
IWA8118	153.46	NA	NA	153.46
IWA2172	153.96	NA	NA	153.96
IWA2892	153.96	NA	NA	153.96
IWA3201	153.96	NA	NA	153.96
IWA5326	153.96	NA	NA	153.96
IWA5327	153.96	NA	NA	153.96
IWA5328	153.96	NA	NA	153.96
IWA5330	153.96	NA	NA	153.96
IWA6015	153.96	NA	NA	153.96
IWA6233	153.96	NA	NA	153.96
IWA6544	153.96	NA	NA	153.96
IWA6899	153.96	NA	NA	153.96
IWA8012	153.96	NA	NA	153.96
IWA8013	153.96	NA	NA	153.96
IWA6126	154.46	NA	NA	154.46
IWA8308	154.46	NA	NA	154.46
IWA2374	154.96	NA	NA	154.96
IWA2447	154.96	NA	NA	154.96
IWA3200	155.47	NA	NA	155.47
IWA5060	155.97	NA	NA	155.97
IWA5329	155.97	NA	NA	155.97
IWA5726	155.97	NA	NA	155.97
IWA2101	158.09	NA	NA	158.09
IWA2926	158.09	NA	NA	158.09
IWA5567	158.09	NA	NA	158.09
IWA121	160.47	NA	NA	160.47
IWA122	160.47	NA	NA	160.47
IWA300	160.47	NA	NA	160.47
IWA4734	160.47	NA	NA	160.47
IWA3873	163.79	NA	NA	163.79
IWA5884	163.79	NA	NA	163.79
IWA5528	164.29	NA	NA	164.29
IWA5529	164.29	NA	NA	164.29
IWA5032	166.33	NA	NA	166.33
IWA5033	166.33	NA	NA	166.33
IWA5034	166.53	NA	NA	166.53
IWA154	175.91	NA	NA	175.91
IWA278	175.91	NA	NA	175.91
IWA825	175.91	NA	NA	175.91
IWA1280	175.91	NA	NA	175.91
IWA2623	175.91	NA	NA	175.91
IWA4424	175.91	NA	NA	175.91
IWA5914	175.91	NA	NA	175.91
IWA8218	175.91	NA	NA	175.91
IWA8291	175.91	NA	NA	175.91
IWA8582	175.91	NA	NA	175.91
IWA8616	175.91	NA	NA	175.91
IWA8563	180.49	NA	NA	180.49
IWA6415	180.99	NA	NA	180.99
IWA155	183.02	NA	NA	183.02
IWA1943	183.02	NA	NA	183.02
IWA3220	187.62	NA	NA	187.62
IWA333	187.62	NA	NA	187.62
IWA1718	187.62	NA	NA	187.62
IWA1978	187.62	NA	NA	187.62
IWA2354	187.62	NA	NA	187.62
IWA2548	187.62	NA	NA	187.62
IWA5120	187.62	NA	NA	187.62
IWA5175	187.62	NA	NA	187.62
IWA6196	187.62	NA	NA	187.62
IWA6606	187.62	NA	NA	187.62
IWA6912	187.62	NA	NA	187.62
IWA7530	187.62	NA	NA	187.62
IWA7624	187.62	NA	NA	187.62
IWA7669	187.62	NA	NA	187.62
IWA7758	187.62	NA	NA	187.62
IWA8048	187.62	NA	NA	187.62
IWA5496	188.62	NA	NA	188.62
IWA87	189.16	NA	NA	189.16
IWA1697	190.26	NA	NA	190.26
IWA2463	190.26	NA	NA	190.26
IWA2480	190.26	NA	NA	190.26
IWA2814	190.26	NA	NA	190.26
IWA3212	190.26	NA	NA	190.26
IWA5295	190.26	NA	NA	190.26
IWA5384	190.26	NA	NA	190.26
IWA6237	190.26	NA	NA	190.26
IWA7226	190.26	NA	NA	190.26
IWA7392	190.26	NA	NA	190.26
IWA7623	190.26	NA	NA	190.26
IWA7950	190.26	NA	NA	190.26
IWA8201	190.26	NA	NA	190.26
IWA8202	190.26	NA	NA	190.26
IWA3921	190.47	NA	NA	190.47
IWA5431	190.47	NA	NA	190.47
IWA6166	190.47	NA	NA	190.47
IWA7865	190.47	NA	NA	190.47
IWA2815	190.79	NA	NA	190.79
IWA8119	190.79	NA	NA	190.79
IWA6412	191.33	NA	NA	191.33
IWA1301	191.87	NA	NA	191.87
IWA3100	191.87	NA	NA	191.87
IWA7565	191.87	NA	NA	191.87
IWA3099	192.08	NA	NA	192.08
IWA5395	192.62	NA	NA	192.62
IWA3190	199.38	NA	NA	199.38
IWA3530	199.38	NA	NA	199.38
IWA6287	199.38	NA	NA	199.38
IWA7061	199.38	NA	NA	199.38
IWA8154	199.38	NA	NA	199.38
IWA8155	199.38	NA	NA	199.38
IWA4465	204.49	NA	NA	204.49
IWA5728	204.49	NA	NA	204.49
IWA7302	208.07	NA	NA	208.07
IWA419	209.08	NA	NA	209.08
IWA1062	209.58	NA	NA	209.58
IWA3365	210.08	NA	NA	210.08
IWA7303	210.58	NA	NA	210.58
IWA4767	211.09	NA	NA	211.09
IWA5614	211.09	NA	NA	211.09
IWA4765	211.59	NA	NA	211.59
IWA4766	211.59	NA	NA	211.59
IWA6859	214.55	NA	NA	214.55
IWA5368	215.67	NA	NA	215.67
IWA4970	218.97	NA	NA	218.97
IWA1569	224.96	NA	NA	224.96
IWA4325	224.96	NA	NA	224.96
IWA3197	228.59	NA	NA	228.59
IWA5052	229.09	NA	NA	229.09
IWA5053	229.09	NA	NA	229.09
IWA8268	229.09	NA	NA	229.09
IWA6226	229.59	NA	NA	229.59
IWA6227	230.09	NA	NA	230.09
IWA7360	231.21	NA	NA	231.21
IWA7361	231.21	NA	NA	231.21
synopGBS111069	236	NA	236	NA
IWA480	238.78	NA	NA	238.78
IWA2143	238.78	NA	NA	238.78
IWA2144	238.78	NA	NA	238.78
IWA2145	238.78	NA	NA	238.78
IWA2146	238.78	NA	NA	238.78
IWA3566	238.78	NA	NA	238.78
IWA4446	238.78	NA	NA	238.78
IWA5924	238.78	NA	NA	238.78
IWA4871	239.29	NA	NA	239.29
IWA4870	239.62	NA	NA	239.62
IWA14	241.39	NA	NA	241.39
IWA1064	241.39	NA	NA	241.39
IWA1860	241.39	NA	NA	241.39
IWA2358	241.39	NA	NA	241.39
IWA4231	241.39	NA	NA	241.39
IWA4878	241.39	NA	NA	241.39
IWA6321	241.39	NA	NA	241.39
IWA7642	241.39	NA	NA	241.39
IWA8267	241.39	NA	NA	241.39
IWA8289	241.39	NA	NA	241.39
IWA8350	241.39	NA	NA	241.39
IWA8366	241.39	NA	NA	241.39
IWA8371	241.39	NA	NA	241.39
IWA8415	241.39	NA	NA	241.39
IWA8458	241.39	NA	NA	241.39
IWA8511	241.39	NA	NA	241.39
IWA8521	241.39	NA	NA	241.39
IWA8597	241.39	NA	NA	241.39
IWA2991	241.99	NA	NA	241.99
IWA4453	244.88	NA	NA	244.88
chr= 5B
marker	composite	SynOp_GBS_antmap_5B	SynOp_GBS_binmap_5B	wsnp2013_5B
synopGBS100808	0	NA	0	NA
synopGBS116316	0	NA	0	NA
synopGBS124143	0	NA	0	NA
synopGBS112508	0	NA	0	NA
synopGBS112509	0	NA	0	NA
synopGBS116837	0	NA	0	NA
synopGBS128587	0	NA	0	NA
synopGBS128588	0	NA	0	NA
synopGBS100947	0	NA	0	NA
synopGBS107053	0	NA	0	NA
synopGBS107054	0	NA	0	NA
synopGBS112209	0	NA	0	NA
synopGBS112210	0	NA	0	NA
synopGBS113565	0	NA	0	NA
synopGBS113566	0	NA	0	NA
synopGBS116914	0	NA	0	NA
synopGBS116915	0	NA	0	NA
synopGBS117236	0	NA	0	NA
synopGBS117502	0	NA	0	NA
synopGBS122096	0	NA	0	NA
synopGBS123293	0	NA	0	NA
synopGBS126048	0	NA	0	NA
synopGBS128484	0	NA	0	NA
synopGBS128485	0	NA	0	NA
synopGBS128486	0	NA	0	NA
synopGBS128487	0	NA	0	NA
synopGBS105491	0	NA	0	NA
synopGBS105492	0	NA	0	NA
synopGBS105493	0	NA	0	NA
synopGBS105494	0	NA	0	NA
synopGBS108853	0	NA	0	NA
synopGBS102766	0	NA	0	NA
synopGBS105764	0	NA	0	NA
synopGBS100870	0	NA	0	NA
synopGBS100871	0	NA	0	NA
synopGBS117144	0	NA	0	NA
synopGBS117145	0	NA	0	NA
synopGBS117633	0	NA	0	NA
synopGBS108490	0	NA	0	NA
synopGBS108491	0	NA	0	NA
synopGBS110286	0	NA	0	NA
synopGBS113279	0	NA	0	NA
synopGBS115145	0	NA	0	NA
synopGBS118040	0	NA	0	NA
synopGBS121551	0	NA	0	NA
synopGBS104448	0	NA	0	NA
synopGBS106009	0	NA	0	NA
synopGBS106010	0	NA	0	NA
synopGBS110921	0	NA	0	NA
synopGBS110922	0	NA	0	NA
synopGBS115075	0	NA	0	NA
synopGBS115076	0	NA	0	NA
synopGBS116186	0	NA	0	NA
synopGBS116187	0	NA	0	NA
synopGBS101139	0	NA	0	NA
synopGBS104728	0	NA	0	NA
synopGBS113947	0	NA	0	NA
synopGBS118281	0	NA	0	NA
synopGBS118282	0	NA	0	NA
synopGBS118283	0	NA	0	NA
synopGBS124064	0	NA	0	NA
synopGBS124065	0	NA	0	NA
synopGBS118620	0	NA	0	NA
synopGBS100392	0	NA	0	NA
synopGBS100393	0	NA	0	NA
synopGBS123012	0	NA	0	NA
IWA7957	0	NA	NA	0.55
IWA3285	0	NA	NA	0.55
IWA2099	3.53	NA	NA	4.08
IWA2100	3.53	NA	NA	4.08
IWA2238	3.53	NA	NA	4.08
IWA2865	4.68000000000003	NA	NA	5.23
IWA2867	4.68000000000003	NA	NA	5.23
IWA7374	4.68000000000003	NA	NA	5.23
IWA4903	10.66	NA	NA	11.21
IWA4329	10.9	NA	NA	11.45
IWA5802	10.9	NA	NA	11.45
IWA8391	10.9	NA	NA	11.45
IWA5803	10.9	NA	NA	11.45
IWA7701	10.9	NA	NA	11.45
IWA8006	12.78	NA	NA	13.33
IWA2321	15.91	NA	NA	16.46
IWA4726	16.41	NA	NA	16.96
IWA2093	16.92	NA	NA	17.47
IWA3109	17.27	NA	NA	17.82
IWA1521	18.69	NA	NA	19.24
IWA1061	18.69	NA	NA	19.24
IWA3358	19.46	NA	NA	20.01
IWA3359	19.46	NA	NA	20.01
IWA3658	22.02	NA	NA	22.57
IWA6271	22.53	NA	NA	23.08
synopGBS15	23	0	0	NA
synopGBS16	23	0	0	NA
synopGBS913	23	0	0	NA
synopGBS103133	23	NA	23	NA
synopGBS103134	23	NA	23	NA
synopGBS104550	23	NA	23	NA
synopGBS118878	23	NA	23	NA
synopGBS118879	23	NA	23	NA
synopGBS123990	23	NA	23	NA
synopGBS129775	23	NA	23	NA
synopGBS102174	23	NA	23	NA
synopGBS105826	23	NA	23	NA
synopGBS100789	23	NA	23	NA
synopGBS106975	23	NA	23	NA
synopGBS111645	23	NA	23	NA
synopGBS104487	23	NA	23	NA
synopGBS1098	23.79	0.79	25	NA
synopGBS1099	23.79	0.79	25	NA
synopGBS1	23.79	0.79	24	NA
synopGBS1194	23.79	0.79	23	NA
synopGBS1351	23.79	0.79	23	NA
synopGBS2	23.79	0.79	24	NA
synopGBS101958	23.79	NA	24	NA
synopGBS122201	23.79	NA	24	NA
synopGBS126092	23.79	NA	24	NA
synopGBS126093	23.79	NA	24	NA
synopGBS106850	23.79	NA	24	NA
synopGBS129342	23.79	NA	25	NA
synopGBS110931	24.22	NA	29	NA
synopGBS110932	24.22	NA	29	NA
synopGBS100788	25.22	NA	30	NA
synopGBS125665	25.22	NA	30	NA
synopGBS125666	25.22	NA	30	NA
synopGBS125380	26.22	NA	31	NA
synopGBS102587	26.22	NA	31	NA
synopGBS102588	26.22	NA	31	NA
synopGBS123517	26.22	NA	31	NA
synopGBS108291	26.22	NA	31	NA
synopGBS118019	27.22	NA	32	NA
synopGBS101682	27.22	NA	32	NA
synopGBS119570	27.22	NA	32	NA
synopGBS115991	27.22	NA	32	NA
synopGBS105731	28.22	NA	33	NA
synopGBS116764	28.22	NA	33	NA
synopGBS121304	28.22	NA	33	NA
synopGBS127367	29.22	NA	34	NA
synopGBS127368	29.22	NA	34	NA
synopGBS128051	29.22	NA	34	NA
synopGBS128052	29.22	NA	34	NA
synopGBS116765	29.22	NA	34	NA
synopGBS111913	29.22	NA	34	NA
synopGBS111914	29.22	NA	34	NA
synopGBS111915	29.22	NA	34	NA
synopGBS111916	29.22	NA	34	NA
synopGBS125381	29.22	NA	34	NA
synopGBS113747	29.22	NA	34	NA
IWA6902	29.58	NA	NA	30.13
synopGBS115987	30.22	NA	35	NA
synopGBS115988	30.22	NA	35	NA
synopGBS115989	30.22	NA	35	NA
synopGBS115990	30.22	NA	35	NA
synopGBS119004	30.22	NA	35	NA
IWA5804	31	NA	NA	31.55
synopGBS104817	31.22	NA	36	NA
IWA6211	31.51	NA	NA	32.06
synopGBS111	32.22	9.22	37	NA
synopGBS121468	32.22	NA	37	NA
synopGBS121469	32.22	NA	37	NA
synopGBS118861	32.22	NA	37	NA
synopGBS126399	32.22	NA	37	NA
synopGBS126400	32.22	NA	37	NA
synopGBS123979	32.22	NA	39	NA
synopGBS118096	32.91	NA	40	NA
synopGBS114002	32.91	NA	40	NA
synopGBS125313	32.91	NA	40	NA
synopGBS858	33.91	10.91	41	NA
synopGBS116123	33.91	NA	41	NA
synopGBS101754	33.91	NA	41	NA
synopGBS105244	33.91	NA	41	NA
synopGBS111901	33.91	NA	42	NA
IWA4748	34.02	NA	NA	34.57
IWA5454	34.02	NA	NA	34.57
synopGBS101496	34.48	NA	47	NA
synopGBS101497	34.48	NA	47	NA
synopGBS101498	34.48	NA	47	NA
synopGBS101499	34.48	NA	47	NA
synopGBS108296	34.48	NA	47	NA
IWA4635	35.02	NA	NA	35.57
synopGBS123075	35.48	NA	48	NA
synopGBS107118	35.48	NA	48	NA
synopGBS122836	35.48	NA	48	NA
synopGBS122837	35.48	NA	48	NA
IWA37	35.7	NA	NA	36.25
synopGBS107906	36.48	NA	49	NA
synopGBS115823	36.48	NA	49	NA
synopGBS117508	37.48	NA	50	NA
synopGBS124823	37.48	NA	50	NA
synopGBS115085	38.48	NA	51	NA
synopGBS116545	38.48	NA	51	NA
synopGBS129053	39.48	NA	52	NA
synopGBS129054	39.48	NA	52	NA
synopGBS975	41.48	18.48	54	NA
synopGBS117921	42.08	NA	57	NA
IWA196	42.2	NA	NA	42.75
IWA197	42.2	NA	NA	42.75
IWA8276	42.71	NA	NA	43.26
synopGBS113612	43.08	NA	58	NA
synopGBS113613	43.08	NA	58	NA
synopGBS120643	43.08	NA	58	NA
synopGBS120644	43.08	NA	58	NA
synopGBS119923	43.08	NA	58	NA
synopGBS119924	43.08	NA	58	NA
synopGBS123070	43.08	NA	58	NA
synopGBS123071	43.08	NA	58	NA
synopGBS123072	43.08	NA	58	NA
synopGBS126689	43.08	NA	58	NA
synopGBS117668	43.08	NA	58	NA
synopGBS872	44.08	21.08	59	NA
synopGBS101832	44.08	NA	59	NA
synopGBS101833	44.08	NA	59	NA
synopGBS124588	44.08	NA	59	NA
synopGBS106261	44.08	NA	59	NA
synopGBS106262	44.08	NA	59	NA
synopGBS102016	45.08	NA	60	NA
synopGBS120338	45.08	NA	60	NA
synopGBS112989	46.08	NA	61	NA
synopGBS114660	47.08	NA	62	NA
synopGBS120260	47.08	NA	62	NA
synopGBS123657	47.08	NA	62	NA
synopGBS123658	47.08	NA	62	NA
synopGBS124138	48.08	NA	63	NA
synopGBS124372	48.08	NA	63	NA
synopGBS104844	48.08	NA	63	NA
synopGBS105668	48.08	NA	63	NA
synopGBS119057	48.08	NA	63	NA
synopGBS119322	48.08	NA	63	NA
synopGBS102307	48.08	NA	63	NA
synopGBS113062	48.08	NA	63	NA
synopGBS117031	48.08	NA	63	NA
synopGBS102729	49.08	NA	64	NA
synopGBS121967	49.08	NA	64	NA
synopGBS117173	49.08	NA	64	NA
synopGBS124381	50.08	NA	65	NA
synopGBS112104	50.08	NA	65	NA
synopGBS117842	50.08	NA	65	NA
synopGBS123739	50.08	NA	65	NA
synopGBS108249	51.08	NA	66	NA
synopGBS108250	51.08	NA	66	NA
synopGBS112543	51.08	NA	66	NA
synopGBS112544	51.08	NA	66	NA
synopGBS116361	52.08	NA	67	NA
synopGBS116362	52.08	NA	67	NA
synopGBS115904	52.08	NA	67	NA
synopGBS115905	52.08	NA	67	NA
synopGBS120750	52.08	NA	67	NA
synopGBS104010	52.08	NA	67	NA
synopGBS104011	52.08	NA	67	NA
synopGBS104012	52.08	NA	67	NA
synopGBS111682	53.08	NA	68	NA
synopGBS111683	53.08	NA	68	NA
IWA2341	53.19	NA	NA	53.74
IWA2827	53.19	NA	NA	53.74
IWA6097	53.19	NA	NA	53.74
IWA7020	53.19	NA	NA	53.74
IWA8433	53.19	NA	NA	53.74
IWA8444	53.19	NA	NA	53.74
synopGBS110679	54.08	NA	69	NA
synopGBS110680	54.08	NA	69	NA
synopGBS126758	54.08	NA	69	NA
synopGBS126759	54.08	NA	69	NA
synopGBS126760	54.08	NA	69	NA
synopGBS126761	54.08	NA	69	NA
synopGBS128391	54.08	NA	69	NA
synopGBS1032	54.43	30.7	72	NA
synopGBS1277	54.43	31.55	69	NA
synopGBS65	54.43	31.55	69	NA
synopGBS126104	54.43	NA	80	NA
synopGBS126105	54.43	NA	80	NA
synopGBS100399	55.67	NA	82	NA
synopGBS122070	55.67	NA	82	NA
synopGBS108484	55.67	NA	82	NA
synopGBS113955	55.67	NA	82	NA
synopGBS123227	55.67	NA	82	NA
synopGBS124715	55.67	NA	82	NA
synopGBS116496	55.67	NA	82	NA
synopGBS120163	55.67	NA	82	NA
synopGBS120164	55.67	NA	82	NA
synopGBS117148	56.67	NA	83	NA
synopGBS117149	56.67	NA	83	NA
synopGBS120870	56.67	NA	83	NA
synopGBS113800	56.67	NA	83	NA
synopGBS113801	56.67	NA	83	NA
synopGBS113802	56.67	NA	83	NA
synopGBS113803	56.67	NA	83	NA
synopGBS108483	56.67	NA	83	NA
synopGBS108649	56.67	NA	83	NA
synopGBS120637	56.67	NA	83	NA
synopGBS112396	57.67	NA	84	NA
synopGBS122064	57.67	NA	84	NA
synopGBS1341	58.67	34.94	85	NA
synopGBS103625	58.67	NA	85	NA
synopGBS114748	58.67	NA	85	NA
IWA4762	59.08	NA	NA	59.63
synopGBS108662	59.36	NA	86	NA
synopGBS107099	59.36	NA	86	NA
synopGBS107100	59.36	NA	86	NA
synopGBS107101	59.36	NA	86	NA
synopGBS110895	59.36	NA	86	NA
synopGBS626	60.36	36.63	87	NA
synopGBS296	61.23	37.5	90	NA
synopGBS297	61.23	37.5	90	NA
synopGBS466	61.23	37.5	90	NA
synopGBS467	61.23	37.5	90	NA
synopGBS126802	61.23	NA	90	NA
synopGBS116008	61.23	NA	90	NA
synopGBS116009	61.23	NA	90	NA
synopGBS121828	61.23	NA	90	NA
synopGBS103572	61.23	NA	90	NA
synopGBS103573	61.23	NA	90	NA
synopGBS103574	61.23	NA	90	NA
synopGBS107604	61.23	NA	90	NA
synopGBS107605	61.23	NA	90	NA
IWA6407	61.72	NA	NA	62.27
IWA4763	61.72	NA	NA	62.27
synopGBS107544	63.23	NA	92	NA
synopGBS107548	63.23	NA	92	NA
synopGBS119189	63.23	NA	92	NA
synopGBS103879	63.23	NA	92	NA
synopGBS123135	63.23	NA	92	NA
synopGBS124139	64.23	NA	93	NA
synopGBS103924	64.23	NA	93	NA
synopGBS108842	64.23	NA	93	NA
synopGBS117671	64.23	NA	93	NA
synopGBS105693	64.23	NA	93	NA
IWA6053	64.53	NA	NA	65.08
synopGBS100933	64.91	NA	94	NA
synopGBS118671	64.91	NA	94	NA
synopGBS124039	64.91	NA	94	NA
synopGBS113287	64.91	NA	94	NA
synopGBS103398	64.91	NA	94	NA
IWA2659	65.38	NA	NA	65.93
synopGBS103955	65.91	NA	95	NA
synopGBS105705	65.91	NA	95	NA
synopGBS124908	65.91	NA	95	NA
synopGBS104433	65.91	NA	95	NA
synopGBS104434	65.91	NA	95	NA
IWA4162	66.06	NA	NA	66.61
IWA4954	66.06	NA	NA	66.61
synopGBS112790	66.91	NA	96	NA
synopGBS127526	66.91	NA	96	NA
synopGBS102089	66.91	NA	96	NA
synopGBS102090	66.91	NA	96	NA
synopGBS102568	66.91	NA	96	NA
synopGBS103126	66.91	NA	96	NA
synopGBS107981	66.91	NA	96	NA
synopGBS103687	66.91	NA	96	NA
synopGBS121539	67.91	NA	97	NA
synopGBS113939	67.91	NA	97	NA
synopGBS126312	67.91	NA	97	NA
synopGBS127483	67.91	NA	97	NA
synopGBS129252	67.91	NA	97	NA
synopGBS129253	67.91	NA	97	NA
synopGBS129786	67.91	NA	97	NA
synopGBS129787	67.91	NA	97	NA
synopGBS129788	67.91	NA	97	NA
synopGBS110206	67.91	NA	97	NA
synopGBS116822	67.91	NA	97	NA
synopGBS127155	67.91	NA	97	NA
synopGBS100478	67.91	NA	97	NA
synopGBS117929	67.91	NA	97	NA
IWA3394	68.72	NA	NA	69.27
synopGBS121404	68.91	NA	98	NA
synopGBS107273	68.91	NA	98	NA
synopGBS115289	68.91	NA	98	NA
synopGBS100074	68.91	NA	98	NA
synopGBS100075	68.91	NA	98	NA
synopGBS100076	68.91	NA	98	NA
synopGBS100077	68.91	NA	98	NA
synopGBS111191	68.91	NA	98	NA
synopGBS111192	68.91	NA	98	NA
synopGBS113942	68.91	NA	98	NA
synopGBS113943	68.91	NA	98	NA
synopGBS118966	68.91	NA	98	NA
synopGBS116160	68.91	NA	98	NA
IWA2388	69.22	NA	NA	69.77
IWA7585	69.22	NA	NA	69.77
IWA7965	69.22	NA	NA	69.77
IWA7966	69.22	NA	NA	69.77
synopGBS103839	69.91	NA	99	NA
synopGBS124400	69.91	NA	99	NA
synopGBS118419	69.91	NA	99	NA
synopGBS118487	69.91	NA	99	NA
synopGBS118488	69.91	NA	99	NA
synopGBS119460	69.91	NA	99	NA
synopGBS119461	69.91	NA	99	NA
synopGBS121786	69.91	NA	99	NA
synopGBS124328	69.91	NA	99	NA
synopGBS126001	69.91	NA	99	NA
synopGBS101181	69.91	NA	99	NA
synopGBS61	70.91	47.18	NA	NA
synopGBS736	70.91	47.18	100	NA
synopGBS115235	70.91	NA	100	NA
synopGBS117928	70.91	NA	100	NA
synopGBS104620	70.91	NA	100	NA
synopGBS102055	70.91	NA	100	NA
synopGBS103397	70.91	NA	104	NA
synopGBS119191	70.91	NA	104	NA
synopGBS129122	70.91	NA	104	NA
synopGBS129123	70.91	NA	104	NA
synopGBS126663	71.91	NA	105	NA
synopGBS126664	71.91	NA	105	NA
synopGBS120044	71.91	NA	105	NA
synopGBS120258	71.91	NA	105	NA
synopGBS128117	71.91	NA	105	NA
synopGBS120049	71.91	NA	105	NA
synopGBS120050	71.91	NA	105	NA
IWA4182	72.13	NA	NA	72.68
IWA4184	72.13	NA	NA	72.68
IWA4185	72.13	NA	NA	72.68
IWA7393	72.13	NA	NA	72.68
IWA4183	72.13	NA	NA	72.68
synopGBS206	72.78	49.05	106	NA
synopGBS100274	72.78	NA	106	NA
synopGBS118064	72.78	NA	106	NA
synopGBS110708	73.78	NA	107	NA
synopGBS110709	73.78	NA	107	NA
synopGBS105256	73.78	NA	107	NA
synopGBS105257	73.78	NA	107	NA
synopGBS105258	73.78	NA	107	NA
synopGBS112223	73.78	NA	107	NA
synopGBS112224	73.78	NA	107	NA
synopGBS119051	73.78	NA	107	NA
synopGBS119052	73.78	NA	107	NA
synopGBS119053	73.78	NA	107	NA
synopGBS119054	73.78	NA	107	NA
synopGBS120173	73.78	NA	107	NA
IWA3500	74.16	NA	NA	74.71
IWA21	74.44	NA	NA	74.99
IWA1433	74.44	NA	NA	74.99
IWA6148	74.44	NA	NA	74.99
IWA6779	74.44	NA	NA	74.99
IWA8250	74.44	NA	NA	74.99
synopGBS118796	74.78	NA	108	NA
synopGBS112012	74.78	NA	108	NA
synopGBS112013	74.78	NA	108	NA
synopGBS122683	74.78	NA	108	NA
synopGBS102396	74.78	NA	108	NA
synopGBS102397	74.78	NA	108	NA
synopGBS119687	74.78	NA	108	NA
synopGBS128862	74.78	NA	108	NA
synopGBS129828	74.78	NA	108	NA
synopGBS129829	74.78	NA	108	NA
synopGBS119879	74.78	NA	108	NA
synopGBS124827	74.78	NA	108	NA
synopGBS126232	74.78	NA	108	NA
synopGBS126233	74.78	NA	108	NA
synopGBS126234	74.78	NA	108	NA
synopGBS114632	75.78	NA	109	NA
synopGBS125151	75.78	NA	109	NA
synopGBS106377	75.78	NA	109	NA
synopGBS119296	75.78	NA	109	NA
synopGBS121006	75.78	NA	109	NA
synopGBS108079	75.78	NA	109	NA
synopGBS114558	75.78	NA	109	NA
synopGBS129885	75.78	NA	109	NA
synopGBS108908	75.78	NA	109	NA
synopGBS108909	75.78	NA	109	NA
synopGBS124018	75.78	NA	109	NA
synopGBS504	76.39	52.66	110	NA
synopGBS121316	76.78	NA	110	NA
synopGBS126684	76.78	NA	110	NA
synopGBS125803	76.78	NA	110	NA
synopGBS128696	76.78	NA	110	NA
synopGBS1336	77.18	53.45	115	NA
synopGBS298	77.18	53.45	110	NA
synopGBS103805	77.18	NA	115	NA
synopGBS106221	77.18	NA	115	NA
synopGBS116708	77.18	NA	115	NA
synopGBS119900	77.18	NA	115	NA
synopGBS124020	77.18	NA	115	NA
synopGBS129291	77.18	NA	115	NA
synopGBS129497	77.18	NA	115	NA
synopGBS103115	77.18	NA	115	NA
IWA1591	79.25	NA	NA	79.8
IWA1592	79.25	NA	NA	79.8
synopGBS1219	79.83	56.1	121	NA
synopGBS111879	79.83	NA	118	NA
synopGBS102576	79.83	NA	118	NA
synopGBS102577	79.83	NA	118	NA
synopGBS113697	79.83	NA	119	NA
synopGBS122215	79.83	NA	119	NA
synopGBS122216	79.83	NA	119	NA
synopGBS122217	79.83	NA	119	NA
