"local/unknown",2008-08-18T18:00:29+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:00:32+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:00:46+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"local/unknown",2008-08-18T18:27:34+02:00,36,"xss csrf id rfe lfi sqli","test=%5C%22%3E%3Cscript%3Eeval%28window.name%29%3C%2Fscript%3E","%2Fphp-ids.org%2Ftrunk%2Fdocs%2Fexamples%2Fexample.php%3Ftest%3D%2522%253E%253Cscript%253Eeval%28window.name%29%253C%2Fscript%253E"
"66.249.79.106",2015-02-11T17:21:57-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1615","147.49.40.140"
"66.249.79.106",2015-02-11T17:23:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D2303","147.49.40.140"
"66.249.79.106",2015-02-11T17:25:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DSTARK","147.49.40.140"
"66.249.79.114",2015-02-11T17:27:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12559","147.49.40.140"
"66.249.79.98",2015-02-11T17:28:08-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D17","147.49.40.140"
"66.249.79.106",2015-02-11T17:29:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D2193","147.49.40.140"
"66.249.79.114",2015-02-11T17:30:27-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DN606-TMP1","147.49.40.140"
"66.249.79.98",2015-02-11T17:33:06-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9894","147.49.40.140"
"66.249.79.98",2015-02-11T17:34:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D4934","147.49.40.140"
"66.249.79.98",2015-02-11T17:34:28-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DB884315","147.49.40.140"
"66.249.79.114",2015-02-11T17:38:10-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D2096","147.49.40.140"
"66.249.79.106",2015-02-11T17:39:06-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14191","147.49.40.140"
"66.249.79.98",2015-02-11T17:39:33-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DMANKER","147.49.40.140"
"66.249.79.114",2015-02-11T17:39:56-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3978","147.49.40.140"
"66.249.79.114",2015-02-11T17:42:12-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4801","147.49.40.140"
"66.249.79.114",2015-02-11T17:43:34-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1878","147.49.40.140"
"66.249.79.106",2015-02-11T17:44:02-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DMANKER-TMP1","147.49.40.140"
"66.249.79.98",2015-02-11T17:44:30-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D3978%26sortby%3Dalleles%26sorttype%3DDESC","147.49.40.140"
"100.43.81.137",2015-02-11T17:47:27-08:00,0,"","","%2Ft3%2Fwheatplus%2Fcluster_lines3d.php","147.49.40.140"
"66.249.79.98",2015-02-11T17:51:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9678","147.49.40.140"
"66.249.79.114",2015-02-11T17:51:40-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DFEG10-16-TMP1","147.49.40.140"
"66.249.79.98",2015-02-11T17:54:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D2B06-0931","147.49.40.140"
"66.249.79.98",2015-02-11T17:55:43-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1163","147.49.40.140"
"66.249.79.114",2015-02-11T17:56:45-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9177","147.49.40.140"
"66.249.79.98",2015-02-11T17:57:35-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1168","147.49.40.140"
"66.249.79.106",2015-02-11T18:01:23-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9222","147.49.40.140"
"66.249.79.106",2015-02-11T18:01:43-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10068","147.49.40.140"
"66.249.79.114",2015-02-11T18:01:57-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1890","147.49.40.140"
"66.249.79.114",2015-02-11T18:02:02-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D4269","147.49.40.140"
"66.249.79.98",2015-02-11T18:02:07-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D5023","147.49.40.140"
"66.249.79.98",2015-02-11T18:05:59-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D6004","147.49.40.140"
"66.249.79.106",2015-02-11T18:06:35-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DUT04B2058-505","147.49.40.140"
"66.249.79.98",2015-02-11T18:06:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D410","147.49.40.140"
"66.249.79.98",2015-02-11T18:06:40-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2098","147.49.40.140"
"66.249.79.98",2015-02-11T18:06:42-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10862","147.49.40.140"
"66.249.79.98",2015-02-11T18:06:48-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12420","147.49.40.140"
"66.249.79.106",2015-02-11T18:06:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D15232","147.49.40.140"
"66.249.79.106",2015-02-11T18:07:04-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D5734","147.49.40.140"
"66.249.79.114",2015-02-11T18:11:44-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D4901","147.49.40.140"
"66.249.79.106",2015-02-11T18:11:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D6792","147.49.40.140"
"66.249.79.106",2015-02-11T18:11:51-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8800","147.49.40.140"
"66.249.79.114",2015-02-11T18:11:54-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D5734%26sortby%3Dtrial_code%26sorttype%3DASC","147.49.40.140"
"66.249.79.98",2015-02-11T18:11:58-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D5734%26sortby%3Dtrial_code%26sorttype%3DDESC","147.49.40.140"
"66.249.79.98",2015-02-11T18:12:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D5023","147.49.40.140"
"66.249.79.98",2015-02-11T18:12:11-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12656","147.49.40.140"
"66.249.79.106",2015-02-11T18:12:40-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2165","147.49.40.140"
"66.249.79.106",2015-02-11T18:13:07-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12822","147.49.40.140"
"66.249.79.106",2015-02-11T18:16:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D9679","147.49.40.140"
"66.249.79.106",2015-02-11T18:22:27-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2694","147.49.40.140"
"66.249.79.98",2015-02-11T18:22:31-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8531","147.49.40.140"
"66.249.79.106",2015-02-11T18:26:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5851","147.49.40.140"
"66.249.79.106",2015-02-11T18:33:56-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8924","147.49.40.140"
"66.249.79.98",2015-02-11T18:36:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5664","147.49.40.140"
"66.249.79.98",2015-02-11T18:37:05-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D7833","147.49.40.140"
"66.249.79.114",2015-02-11T18:41:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D4646","147.49.40.140"
"66.249.79.98",2015-02-11T18:47:09-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12408","147.49.40.140"
"66.249.79.106",2015-02-11T18:47:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11515","147.49.40.140"
"66.249.79.114",2015-02-11T18:51:38-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11782","147.49.40.140"
"66.249.79.114",2015-02-11T18:51:40-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D6889","147.49.40.140"
"66.249.79.98",2015-02-11T18:51:43-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1393","147.49.40.140"
"66.249.79.98",2015-02-11T18:51:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D3700","147.49.40.140"
"66.249.79.106",2015-02-11T18:51:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5747","147.49.40.140"
"66.249.79.106",2015-02-11T18:52:29-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D15050","147.49.40.140"
"66.249.79.106",2015-02-11T18:56:16-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14589","147.49.40.140"
"66.249.79.106",2015-02-11T18:56:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8630","147.49.40.140"
"66.249.79.106",2015-02-11T18:56:42-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D715","147.49.40.140"
"66.249.79.106",2015-02-11T18:56:44-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D13961","147.49.40.140"
"66.249.79.98",2015-02-11T18:56:47-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5613","147.49.40.140"
"66.249.79.98",2015-02-11T18:56:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2543","147.49.40.140"
"66.249.79.114",2015-02-11T18:56:52-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11145","147.49.40.140"
"66.249.79.106",2015-02-11T18:56:55-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12628","147.49.40.140"
"66.249.79.106",2015-02-11T18:56:59-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D7258","147.49.40.140"
"66.249.79.106",2015-02-11T18:57:04-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10069","147.49.40.140"
"66.249.79.98",2015-02-11T18:57:23-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11783","147.49.40.140"
"66.249.79.98",2015-02-11T19:01:11-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8418","147.49.40.140"
"66.249.79.106",2015-02-11T19:01:51-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarkers%26uid%3D1499","147.49.40.140"
"66.249.79.114",2015-02-11T19:41:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11074","147.49.40.140"
"66.249.79.106",2015-02-11T19:42:45-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D2011","147.49.40.140"
"66.249.79.106",2015-02-11T19:44:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D618","147.49.40.140"
"66.249.79.114",2015-02-11T19:47:21-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DX969-3-23","147.49.40.140"
"66.249.79.98",2015-02-11T19:48:10-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10570","147.49.40.140"
"100.43.81.137",2015-02-11T19:52:06-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php","147.49.40.140"
"66.249.79.98",2015-02-11T19:54:05-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11077","147.49.40.140"
"66.249.79.106",2015-02-11T19:56:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10529","147.49.40.140"
"66.249.79.98",2015-02-11T19:59:09-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DX969-3-22","147.49.40.140"
"66.249.79.114",2015-02-11T19:59:26-08:00,0,"","","%2Ft3%2Fwheatplus%2Fdisplay_genotype.php%3Ftrial_code%3D2009BOPA1_MN_Plate3","147.49.40.140"
"66.249.79.114",2015-02-11T19:59:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D3989","147.49.40.140"
"66.249.79.114",2015-02-11T20:02:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12009","147.49.40.140"
"66.249.79.114",2015-02-11T20:06:33-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D912","147.49.40.140"
"66.249.79.106",2015-02-11T20:06:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DMN67-907","147.49.40.140"
"66.249.79.114",2015-02-11T20:07:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D13664","147.49.40.140"
"66.249.79.114",2015-02-11T20:08:13-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Freverse_pedigree.php%3Fline%3DMT050088","147.49.40.140"
"66.249.79.114",2015-02-11T20:09:09-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarkers%26uid%3D3969","147.49.40.140"
"66.249.79.106",2015-02-11T20:13:16-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Freverse_pedigree.php%3Fline%3D011Q","147.49.40.140"
"66.249.79.98",2015-02-11T20:15:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D10406","147.49.40.140"
"66.249.79.98",2015-02-11T20:17:14-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D1464","147.49.40.140"
"66.249.79.98",2015-02-11T20:18:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2057","147.49.40.140"
"66.249.79.98",2015-02-11T20:20:00-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DWPG797-96-3","147.49.40.140"
"66.249.79.114",2015-02-11T20:21:12-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D15355","147.49.40.140"
"66.249.79.98",2015-02-11T20:22:23-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D1937","147.49.40.140"
"66.249.79.98",2015-02-11T20:23:22-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2008","147.49.40.140"
"66.249.79.98",2015-02-11T20:25:10-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D3966","147.49.40.140"
"66.249.79.114",2015-02-11T20:26:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DVA05B-74-TMP1","147.49.40.140"
"66.249.79.98",2015-02-11T20:27:44-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D13994","147.49.40.140"
"66.249.79.98",2015-02-11T20:31:06-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4909","147.49.40.140"
"66.249.79.98",2015-02-11T20:32:17-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4241","147.49.40.140"
"66.249.79.114",2015-02-11T20:33:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D883","147.49.40.140"
"66.249.79.106",2015-02-11T20:36:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D2158","147.49.40.140"
"66.249.79.114",2015-02-11T20:36:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DMN99-04","147.49.40.140"
"66.249.79.106",2015-02-11T20:39:01-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D578","147.49.40.140"
"66.249.79.114",2015-02-11T20:42:24-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11199","147.49.40.140"
"66.249.79.114",2015-02-11T20:43:36-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4118","147.49.40.140"
"66.249.79.98",2015-02-11T20:45:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3D99NZ95","147.49.40.140"
"66.249.79.106",2015-02-11T20:47:57-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D2011","147.49.40.140"
"66.249.79.98",2015-02-11T20:49:43-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D7392","147.49.40.140"
"66.249.79.106",2015-02-11T20:56:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D1705","147.49.40.140"
"66.249.79.98",2015-02-11T20:58:20-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D3822","147.49.40.140"
"66.249.79.114",2015-02-11T21:01:37-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5749","147.49.40.140"
"66.249.79.114",2015-02-11T21:01:41-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D450","147.49.40.140"
"66.249.79.114",2015-02-11T21:06:55-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DUT04B2087-1136","147.49.40.140"
"66.249.79.106",2015-02-11T21:06:59-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D15027","147.49.40.140"
"66.249.79.114",2015-02-11T21:07:38-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11076","147.49.40.140"
"66.249.79.98",2015-02-11T21:09:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2207","147.49.40.140"
"66.249.79.106",2015-02-11T21:12:34-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DPA8649-406","147.49.40.140"
"66.249.79.98",2015-02-11T21:14:20-08:00,0,"","","%2Ft3%2Fwheatplus%2Fphenotype%2Fshow.php%3Fline%3D2134","147.49.40.140"
"66.249.79.114",2015-02-11T21:16:32-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D3535","147.49.40.140"
"66.249.79.106",2015-02-11T21:18:14-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4703","147.49.40.140"
"66.249.79.98",2015-02-11T21:18:42-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D5806","147.49.40.140"
"66.249.79.98",2015-02-11T21:21:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DFEG125-69","147.49.40.140"
"66.249.79.114",2015-02-11T21:23:16-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D15290","147.49.40.140"
"66.249.79.114",2015-02-11T21:23:52-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D1103","147.49.40.140"
"66.249.79.106",2015-02-11T21:25:27-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DAC_OXBOW-TMP1","147.49.40.140"
"66.249.79.106",2015-02-11T21:27:49-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D7356","147.49.40.140"
"66.249.79.98",2015-02-11T21:28:13-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DSM91","147.49.40.140"
"66.249.79.98",2015-02-11T21:33:46-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DNDB130-TMP2","147.49.40.140"
"66.249.79.106",2015-02-11T21:35:33-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D8190","147.49.40.140"
"66.249.79.106",2015-02-11T21:36:03-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DUT97B1567-6787","147.49.40.140"
"66.249.79.98",2015-02-11T21:39:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshow.php%3Fline%3D4881","147.49.40.140"
"66.249.79.106",2015-02-11T21:40:18-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D11906","147.49.40.140"
"66.249.79.106",2015-02-11T21:41:18-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DUT97B1563-6127","147.49.40.140"
"66.249.79.106",2015-02-11T21:45:04-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dline_records%26name%3DFEG67-32","147.49.40.140"
"66.249.79.106",2015-02-11T21:45:39-08:00,0,"","","%2Ft3%2Fwheatplus%2Fpedigree%2Fpedigree_tree.php%3Fline%3DSM27","147.49.40.140"
"66.249.79.114",2015-02-11T21:46:15-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D12951","147.49.40.140"
"66.249.79.98",2015-02-11T21:49:41-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D13000","147.49.40.140"
"66.249.79.106",2015-02-11T21:52:19-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D15291","147.49.40.140"
"66.249.79.98",2015-02-11T21:56:07-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1501","147.49.40.140"
"66.249.79.98",2015-02-11T21:56:50-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D1310","147.49.40.140"
"66.249.79.106",2015-02-11T21:56:55-08:00,0,"","","%2Ft3%2Fwheatplus%2Fview.php%3Ftable%3Dmarker_synonyms%26uid%3D14161","147.49.40.140"
"66.249.79.98",2015-02-11T22:02:25-08:00,0,"","","%2Ft3%2Fwheatplus%2Fgenotyping%2Fshowlines.php%3Fmarker%3D2758","147.49.40.140"
